class	vtable_rva	method_count	method_rvas
.?AVLuaGetGameMode@@	0x8979c0	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x546940,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x542770,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVLuaSetCinematicEnvironment@@	0x897a60	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x546ab0,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x5441a0,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVLuaSetNewEnvironment@@	0x897c68	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x546ad0,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x5448a0,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVLuaStartCinematicMode@@	0x897e40	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x546b00,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x544ac0,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVLuaEndCinematicMode@@	0x897ee0	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x546880,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x542020,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVLuaWeatherAudioPause@@	0x897f80	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x546ba0,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x545da0,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVLuaStartCinematicSpaceRetreat@@	0x8980f0	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x546b10,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x544ae0,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVLuaDoEndCinematicCleanup@@	0x8983f0	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x546850,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x541e20,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVLuaIsMultiplayerMode@@	0x898490	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x546980,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x542d60,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVLuaGetTime@@	0x898530	21	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x546950,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x5428b0,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0,0x5406b0,0x5460a0
.?AV?$LuaMemberFunctionWrapper@VLuaGetTime@@@@	0x8985e0	19	0x1f92b0,0x1f92c0,0x254a60,0x1f9d0,0x245780,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x24a560,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x24a870,0x245ca0
.?AVLuaGameRandom@@	0x898698	20	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x546930,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x5423a0,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0,0x5461b0
.?AV?$LuaMemberFunctionWrapper@VLuaGameRandom@@@@	0x898740	19	0x1f92b0,0x1f92c0,0x254a60,0x1f9d0,0x245780,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x24a560,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x24a870,0x245ca0
.?AVShieldBehaviorClass@@	0x899458	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x549500,0x17dc70,0x5494b0,0x5495e0,0x549190,0x549480,0x549510,0x5495b0,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVShieldBehaviorClass@@	0x899530	4	0x3c1c44,0x3c1d6c,0x549114,0x1f9d0
.?AVShieldBehaviorClass@@	0x899558	3	0x549120,0x4c30c0,0x17dc70
.?AVWeaponBehaviorClass@@	0x8995d8	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x54c180,0x17dc70,0x18ceb0,0x54d090,0x54ab00,0x54c170,0x54c210,0x54ceb0,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x54abf0,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x54ac30,0x17d070
.?AVWeaponBehaviorClass@@	0x8996b0	4	0x3c1c44,0x3c1d6c,0x549dfc,0x1f9d0
.?AVWeaponBehaviorClass@@	0x8996d8	3	0x549e08,0x4c30c0,0x17dc70
.?AV?$DynamicVectorClass@PEAVPerceptionGridEntryClass@@@@	0x8997b0	1	0x5511e0
.?AV?$DynamicVectorClass@_N@@	0x8997c0	1	0x551220
.?AVAIDataPackClass@@	0x8997d0	2	0x5517d0,0x551260
.?AVAmbientSFXDataPackClass@@	0x8997e8	2	0x551c10,0x551b70
.?AVBombDataPackClass@@	0x899800	2	0x551d60,0x551cd0
.?AVCashPointDataPackClass@@	0x899818	2	0x551e80,0x551de0
.?AVDebrisDataPackClass@@	0x899838	2	0x552780,0x552690
.?AVDemolitionDataPackClass@@	0x899850	2	0x551d60,0x551cd0
.?AVFleetDataPackClass@@	0x899870	2	0x552e10,0x552a70
.?AVIdleDataPackClass@@	0x899890	2	0x5534b0,0x5532d0
.?AVLocomotorDataPackClass@@	0x8998b0	2	0x557ca0,0x556ad0
.?AV?$DynamicVectorClass@PEAVObjectUnderConstructionClass@@@@	0x8998d0	1	0x559910
.?AVProductionDataPackClass@@	0x8998e0	2	0x55ab30,0x55a350
.?AVProjectileDataPackClass@@	0x8998f8	2	0x55b980,0x55b640
.?AVSelectionDataPackClass@@	0x899918	2	0x55bfe0,0x55bf50
.?AVSpawnIndigenousUnitsDataPackClass@@	0x899930	2	0x55c380,0x55c1d0
.?AVSpawnSquadronDataPackClass@@	0x899950	2	0x55ca90,0x55c660
.?AV?$DynamicVectorClass@V?$SmartPtr@VLightningEffectClass@@@@@@	0x899970	1	0x55e0c0
.?AVSpecialAbilityDataPackClass@@	0x899980	2	0x55f1c0,0x55e380
.?AV?$DynamicVectorClass@ULeaderTrailStruct@SquadLeaderDataPackClass@@@@	0x899998	1	0x560980
.?AVSquadLeaderDataPackClass@@	0x8999a8	2	0x561140,0x5609c0
.?AVTacticalBuildObjectsDataPackClass@@	0x8999c0	2	0x5614b0,0x5612d0
.?AVTacticalSellDataPackClass@@	0x8999d8	2	0x561760,0x561690
.?AVTacticalUnderConstructionDataPackClass@@	0x8999f0	2	0x561920,0x561820
.?AVTelekinesisDataPackClass@@	0x899a08	2	0x561d10,0x561ac0
.?AVVehicleThiefDataPackClass@@	0x899a28	2	0x562160,0x562070
.?AVTacticalSuperWeaponDataPackClass@@	0x899a40	2	0x5625a0,0x562320
.?AVMarkerDataPackClass@@	0x899a60	2	0x4ee370,0x4ee2e0
.?AVCapturePointDataPackClass@@	0x899a78	2	0x551e80,0x551de0
.?AVAbilityCountdownDataPackClass@@	0x899a90	2	0x562d30,0x5629f0
.?AVBarrageAreaDataPackClass@@	0x899ab0	2	0x562fb0,0x562ef0
.?AVDeployTroopersDataPackClass@@	0x899ac8	2	0x563350,0x5630e0
.?AVBaseShieldDataPackClass@@	0x899ae0	2	0x563660,0x5635b0
.?AVEarthquakeDataPackClass@@	0x899af8	2	0x563940,0x5637d0
.?AVGarrisonDataPackClass@@	0x899b18	2	0x563d30,0x563bb0
.?AVInfectionDataPackClass@@	0x899b30	2	0x564060,0x563ee0
.?AVProximityMineDataPackClass@@	0x899b50	2	0x5643f0,0x564290
.?AVBuzzDroidsDataPackClass@@	0x899b70	2	0x5647d0,0x564610
.?AVCorruptSystemsDataPackClass@@	0x899b88	2	0x564b10,0x564a20
.?AVDynamicTransformDataPackClass@@	0x899ba0	2	0x564dc0,0x564cc0
.?AVGUIDataPackClass@@	0x899bb8	2	0x564f80,0x564f10
.?AVSpecialAbilityDataClass@@	0x899bd8	3	0x565930,0x5659c0,0x5659b0
.?AVSpecialAbilityDataClass@@	0x899bf8	4	0x1f92b0,0x1f92c0,0x56591c,0x1f9d0
.?AVInvulnerableDataPackClass@@	0x899c30	2	0x565d70,0x565cd0
.?AVFleetLocomotorBehaviorClass@@	0x899c58	97	0x4c2ee0,0x4c2f00,0x4c2f20,0x569f50,0x17dc70,0x18ceb0,0x56a1e0,0x569ee0,0x569f40,0x569f60,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070,0x56a1b0,0x1fa90,0x42d7a0,0x13b7d0,0x13b7d0,0x1fa90,0x1fa90,0x1fa90,0x569fe0,0x1fa90,0x13b7d0,0x13b7d0,0x13b7d0,0x1fa90,0x1fa90,0x1fa90,0x13b7d0,0x1fa90,0x1fa90,0x13b7d0,0x17dc70,0x17dc70,0x1fa90,0x17d070,0x17d070,0x13b7d0,0x13b7d0,0x13b7d0,0x13b7d0,0x13b7d0,0x13b7d0,0x13b7d0,0x13b7d0,0x13b7d0,0x13b7d0,0x42c630,0x42c630,0x42c630,0x1fa90,0x1fa90,0x13b7d0,0x13b7d0,0x13b7d0,0x13b7d0,0x13b7d0,0x18cea0,0x13b7d0,0x42c630,0x35deb0,0x35deb0,0x13b7d0,0x13b7d0,0x13b7d0,0x1fa90,0x1fa90,0x42c630,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x13b7d0,0x13b7d0,0x1fa90,0x1fa90,0x1fa90,0x35deb0,0x35deb0,0x1fa90,0x1fa90,0x1fa90,0x17dc70
.?AVFleetLocomotorBehaviorClass@@	0x899f68	4	0x3c1c44,0x3c1d6c,0x569688,0x1f9d0
.?AVFleetLocomotorBehaviorClass@@	0x899f90	3	0x569694,0x4c30c0,0x17dc70
.?AVBaseShieldBehaviorClass@@	0x89a130	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x56ac90,0x17dc70,0x56ac80,0x56b290,0x56aba0,0x56ac70,0x56aca0,0x56af30,0x56ac00,0x18cfa0,0x1fa90,0x1fa90,0x56ba00,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVBaseShieldBehaviorClass@@	0x89a208	4	0x3c1c44,0x3c1d6c,0x56ab20,0x1f9d0
.?AVBaseShieldBehaviorClass@@	0x89a230	3	0x56ab2c,0x4c30c0,0x17dc70
.?AVEnergyPoolBehaviorClass@@	0x89a270	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x56c020,0x17dc70,0x56bfd0,0x56c030,0x56bd70,0x56bfa0,0x401da0,0x3fb000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVEnergyPoolBehaviorClass@@	0x89a348	4	0x3c1c44,0x3c1d6c,0x56bcec,0x1f9d0
.?AVEnergyPoolBehaviorClass@@	0x89a370	3	0x56bcf8,0x4c30c0,0x17dc70
.?AVHeroClashManagerClass@@	0x89a3b0	3	0x1fa90,0x56cda0,0x56c3c0
.?AVruntime_error@std@@	0x89a3d8	2	0x1f810,0x22b00
.?AVrange_error@std@@	0x89a3f0	2	0x1f810,0x22b00
.?AV_Facet_base@std@@	0x89a408	3	0x570550,0x76af38,0x76af38
.?AV?$codecvt@_WDU_Mbstatet@@@std@@	0x89a438	10	0x5703f0,0x5822d0,0x5822a0,0x13b7d0,0x562060,0x5823d0,0x5823e0,0x582820,0x582a50,0x582600
.?AVGameObjectWrapper@@	0x89a490	20	0x1f92b0,0x1f92c0,0x570460,0x1f9d0,0x5797f0,0x6c540,0x17d070,0x24a890,0x24a880,0x57ba30,0x17d070,0x581c60,0x17d070,0x17dc70,0x57f4c0,0x57c8d0,0x1fa90,0x13b7d0,0x2586d0,0x225e0
.?AVGameObjectWrapper@@	0x89a538	3	0x5703dc,0x57f1b0,0x5759a0
.?AVAbilityBlockStatus@@	0x89a558	21	0x1f92b0,0x1f92c0,0x511870,0x1f9d0,0x5797e0,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x17d070,0x24c300,0x17d070,0x17dc70,0x6ae2d0,0x6ae3d0,0x1fa90,0x13b7d0,0x2586d0,0x57bab0,0x17d070
.?AVAbilityBlockStatus@@	0x89a608	3	0x51185c,0x6ae4f0,0x17dc70
.?AVUnitAnimationBlockStatus@@	0x89a628	21	0x1f92b0,0x1f92c0,0x570500,0x1f9d0,0x579810,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x17d070,0x24c300,0x17d070,0x17dc70,0x6ae910,0x6ae9c0,0x1fa90,0x13b7d0,0x2586d0,0x6ae6a0,0x17d070
.?AVGenericSignalBlockStatus@@	0x89a6d8	21	0x1f92b0,0x1f92c0,0x511870,0x1f9d0,0x579800,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x17d070,0x24c300,0x17d070,0x17dc70,0x6afb70,0x6afc70,0x1fa90,0x13b7d0,0x2586d0,0x511ce0,0x245ca0
.?AVGenericSignalBlockStatus@@	0x89a788	3	0x51185c,0x57f290,0x17dc70
.?AV?$LuaMemberFunctionWrapper@VGameObjectWrapper@@@@	0x89a7a8	19	0x1f92b0,0x1f92c0,0x242b50,0x1f9d0,0x245780,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x244d70,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x2457e0,0x245ca0
.?AV?$codecvt_utf8@_W$0BAPPPP@$0A@@std@@	0x8a2378	10	0x5703f0,0x5822d0,0x5822a0,0x13b7d0,0x18cee0,0x17d070,0x5824a0,0x582920,0x582af0,0x5826b0
.?AV?$wstring_convert@V?$codecvt_utf8@_W$0BAPPPP@$0A@@std@@_WV?$allocator@_W@2@V?$allocator@D@2@@std@@	0x8a23d0	1	0x570420
.?AVAILearningSystemClass@@	0x8a2448	8	0x5864c0,0x588550,0x58b410,0x4de260,0x58a9f0,0x588c30,0x1fa90,0x1fa90
.?AVAILearningSystemClass@@	0x8a2490	3	0x5864ac,0x58a180,0x17dc70
.?AVPlanLearningDiagnosticsNodeClass@@	0x8a24b0	5	0x476690,0x4af980,0x586b00,0x1fa90,0x588630
.?AVGoalLearningDiagnosticsNodeClass@@	0x8a2518	5	0x476690,0x4af980,0x5868c0,0x1fa90,0x5885f0
.?AVRecentGoalLearningDiagnosticsNodeClass@@	0x8a2578	5	0x476690,0x4af980,0x586d50,0x1fa90,0x588670
.?AVRecentPlanLearningDiagnosticsNodeClass@@	0x8a2610	5	0x476690,0x4af980,0x587810,0x1fa90,0x5886c0
.?AVUnitSurvivalDiagnosticsNodeClass@@	0x8a2658	5	0x476690,0x4af980,0x5882d0,0x1fa90,0x588710
.?AVAILearningSystemDiagnosticsNodeClass@@	0x8a26a8	5	0x476690,0x5865d0,0x4dbf80,0x5866a0,0x5885a0
.?AVDamageTrackingBehaviorClass@@	0x8a26f0	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x58bb80,0x17dc70,0x436050,0x58bd80,0x58b8c0,0x58ba30,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x58b920,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVDamageTrackingBehaviorClass@@	0x8a27c8	4	0x3c1c44,0x3c1d6c,0x58b840,0x1f9d0
.?AVDamageTrackingBehaviorClass@@	0x8a27f0	3	0x58b84c,0x4c30c0,0x17dc70
.?AVDeathDataPackClass@@	0x8a2830	2	0x58c240,0x58c030
.?AVLureDataPackClass@@	0x8a2848	2	0x58c5b0,0x58c4a0
.?AVDeathBehaviorClass@@	0x8a2868	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x58cda0,0x17dc70,0x18ceb0,0x58d430,0x58c740,0x58cd70,0x58cdb0,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x58d830,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVDeathBehaviorClass@@	0x8a2940	4	0x3c1c44,0x3c1d6c,0x58c6bc,0x1f9d0
.?AVDeathBehaviorClass@@	0x8a2968	3	0x58c6c8,0x4c30c0,0x17dc70
.?AVHarassBehaviorClass@@	0x8a29b8	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x58d920,0x17dc70,0x436050,0x58dd10,0x1fa90,0x58d910,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVHarassBehaviorClass@@	0x8a2a90	4	0x3c1c44,0x3c1d6c,0x58d840,0x1f9d0
.?AVHarassBehaviorClass@@	0x8a2ab8	3	0x58d84c,0x4c30c0,0x17dc70
.?AVAvoidDangerBehaviorClass@@	0x8a2af0	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x58e360,0x17dc70,0x436050,0x58e8e0,0x1fa90,0x58e350,0x4c2f90,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVAvoidDangerBehaviorClass@@	0x8a2bc8	4	0x3c1c44,0x3c1d6c,0x58e280,0x1f9d0
.?AVAvoidDangerBehaviorClass@@	0x8a2bf0	3	0x58e28c,0x4c30c0,0x17dc70
.?AVBombBehaviorClass@@	0x8a2c30	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x58f200,0x17dc70,0x18ceb0,0x58f210,0x58f190,0x58f1f0,0x401da0,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVBombBehaviorClass@@	0x8a2d08	4	0x3c1c44,0x3c1d6c,0x58efb8,0x1f9d0
.?AVBombBehaviorClass@@	0x8a2d30	3	0x58efc4,0x4c30c0,0x17dc70
.?AVDeployTroopersBehaviorClass@@	0x8a2d68	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x58f830,0x17dc70,0x18ceb0,0x591a90,0x58f4e0,0x58f820,0x58f870,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x58f5f0,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x58f6a0,0x58f600,0x17d070
.?AVDeployTroopersBehaviorClass@@	0x8a2e40	4	0x3c1c44,0x3c1d6c,0x58f468,0x1f9d0
.?AVDeployTroopersBehaviorClass@@	0x8a2e68	3	0x58f474,0x591900,0x17dc70
.?AVBarrageAreaBehaviorClass@@	0x8a30d8	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x591fd0,0x17dc70,0x436050,0x591fe0,0x591f50,0x591fc0,0x58f870,0x4c3000,0x1fa90,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVBarrageAreaBehaviorClass@@	0x8a31b0	4	0x3c1c44,0x3c1d6c,0x591ecc,0x1f9d0
.?AVBarrageAreaBehaviorClass@@	0x8a31d8	3	0x591ed8,0x4c30c0,0x17dc70
.?AVLandObstacleDataPackClass@@	0x8a3278	3	0x592590,0x5924e0,0x5924b0
.?AVStealthAbilityClass@@	0x8a32a0	32	0x592650,0x48d340,0x592e20,0x18ceb0,0x592e80,0x592e30,0x13b7d0,0x48d320,0x13b7d0,0x13b7d0,0x17d070,0x17d070,0x48d310,0x1fa90,0x1fa90,0x5931b0,0x48cdd0,0x48e9e0,0x48e2d0,0x48e3e0,0x13b7d0,0x13b7d0,0x48e3c0,0x1fa90,0x1fa90,0x13b7d0,0x35deb0,0x35deb0,0x592e50,0x52c940,0x5926e0,0x13b7d0
.?AVStealthAbilityClass@@	0x8a33a8	4	0x1f92b0,0x1f92c0,0x592644,0x1f9d0
.?AVSpawnSquadronBehaviorClass@@	0x8a33f8	26	0x4c2ee0,0x4c2f00,0x4c2f20,0x594450,0x17dc70,0x436050,0x594880,0x593700,0x594440,0x594460,0x4c3000,0x1fa90,0x18cfa0,0x594400,0x1fa90,0x1fa90,0x593760,0x1fa90,0x5944b0,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070
.?AVSpawnSquadronBehaviorClass@@	0x8a34d0	4	0x3c1c44,0x3c1d6c,0x5932d4,0x1f9d0
.?AVSpawnSquadronBehaviorClass@@	0x8a34f8	3	0x5932e0,0x5944f0,0x17dc70
.?AVBaseEventFactoryClass@@	0x8a3538	2	0x76af38,0x76af38
.?AVSpacePathFinderClass@@	0x8a3558	1	0x596d00
.?AVLandPathFinderClass@@	0x8a3580	1	0x59fd00
.?AVAIHintZoneClass@@	0x8a3600	4	0x1f92b0,0x1f92c0,0x5a8e20,0x1f9d0
.?AVLandTeamContainerLocomotorBehaviorClass@@	0x8a3630	97	0x4c2ee0,0x4c2f00,0x4c2f20,0x569f50,0x17dc70,0x18ceb0,0x5ad690,0x569ee0,0x5ab630,0x5abac0,0x4c3000,0x42a4c0,0x18cfa0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x4c3090,0x17dc70,0x1fa90,0x13b7d0,0x4c30a0,0x4c30b0,0x17d070,0x17dc70,0x1fa90,0x1fa90,0x13b7d0,0x13b7d0,0x1fa90,0x1fa90,0x1fa90,0x5abbf0,0x1fa90,0x13b7d0,0x13b7d0,0x13b7d0,0x5ad4c0,0x5ad320,0x42ced0,0x42c890,0x42ce30,0x5ad3b0,0x42c7d0,0x42cba0,0x42cdd0,0x42d060,0x42cad0,0x5ad140,0x42d090,0x42ccb0,0x42cc60,0x42cd30,0x42cd80,0x42cbd0,0x42cc20,0x42cbf0,0x13b7d0,0x13b7d0,0x42c600,0x5ad380,0x42c9f0,0x42d000,0x42ce70,0x42cd10,0x5ad3f0,0x17dc70,0x13b7d0,0x17dc70,0x18ceb0,0x13b7d0,0x42c600,0x42c5e0,0x42c5c0,0x42d0f0,0x42d2a0,0x13b7d0,0x1fa90,0x1fa90,0x42caf0,0x1fa90,0x1fa90,0x42c1c0,0x1fa90,0x42c640,0x13b7d0,0x1fa90,0x1fa90,0x1fa90,0x5ab540,0x5ab540,0x5adec0,0x5ade20,0x42d6a0,0x17dc70
.?AVLandTeamContainerLocomotorBehaviorClass@@	0x8a3940	4	0x3c1c44,0x3c1d6c,0x42bac8,0x1f9d0
.?AVLandTeamContainerLocomotorBehaviorClass@@	0x8a3968	3	0x42bad4,0x4c30c0,0x17dc70
.?AV?$EventFactoryClass@VSetupPhaseMoveEventClass@@$0BP@@@	0x8a39b8	2	0x5aea30,0x5aea80
.?AVSetupPhaseMoveEventClass@@	0x8a39d0	10	0x1f92b0,0x1f92c0,0x3acf20,0x1f9d0,0x5aec70,0x5aebb0,0x5aeac0,0x17dc70,0x13b7d0,0x17dc70
.?AV?$EventFactoryClass@VSetupPhaseTriggerEndEventClass@@$0CA@@@	0x8a3a28	2	0x5aeef0,0x7c060
.?AVSetupPhaseTriggerEndEventClass@@	0x8a3a40	10	0x1f92b0,0x1f92c0,0x427140,0x1f9d0,0x5aef60,0x437f90,0x437f80,0x17dc70,0x13b7d0,0x17dc70
.?AV?$EventFactoryClass@VFleetManagementEventClass@@$07@@	0x8a3aa0	2	0x5aefb0,0x6c530
.?AVFleetManagementEventClass@@	0x8a3ab8	10	0x1f92b0,0x1f92c0,0x3ad3f0,0x1f9d0,0x5af260,0x5af190,0x5af070,0x17dc70,0x13b7d0,0x13b7d0
.?AVBlackMarketItemClass@@	0x8a3b18	1	0x5b00d0
.?AV?$EventFactoryClass@VSetMarkerIDEventClass@@$0DF@@@	0x8a3b88	2	0x5b0540,0x5b0590
.?AVSetMarkerIDEventClass@@	0x8a3ba8	10	0x1f92b0,0x1f92c0,0x3af2c0,0x1f9d0,0x5b0660,0x3af3a0,0x5b05d0,0x17dc70,0x13b7d0,0x17dc70
.?AVTacticalBribeAbilityClass@@	0x8a3c08	32	0x5b0740,0x48d340,0x5b0f60,0x18ceb0,0x1fa90,0x5b0f70,0x13b7d0,0x48d320,0x13b7d0,0x13b7d0,0x17d070,0x17d070,0x48d310,0x1fa90,0x1fa90,0x48f1e0,0x48cdd0,0x48e9e0,0x48e2d0,0x48e3e0,0x13b7d0,0x13b7d0,0x48e3c0,0x1fa90,0x1fa90,0x13b7d0,0x5b0eb0,0x5b0ea0,0x5b1040,0x5b1070,0x5b07c0,0x13b7d0
.?AVTacticalBribeAbilityClass@@	0x8a3d10	4	0x1f92b0,0x1f92c0,0x5b0734,0x1f9d0
.?AV?$EventFactoryClass@VSetGUIIndexEventClass@@$0DI@@@	0x8a3db8	2	0x5b1120,0x17d2b0
.?AVSetGUIIndexEventClass@@	0x8a3dd0	10	0x1f92b0,0x1f92c0,0x3af2c0,0x1f9d0,0x5b12a0,0x5b1230,0x5b11a0,0x17dc70,0x13b7d0,0x17dc70
.?AVRemoveCorruptionAbilityClass@@	0x8a3e30	32	0x5b1370,0x48d340,0x5b1760,0x17d070,0x1fa90,0x5b1770,0x13b7d0,0x48d320,0x13b7d0,0x13b7d0,0x17d070,0x17d070,0x48d310,0x1fa90,0x1fa90,0x48f1e0,0x48cdd0,0x48e9e0,0x48e2d0,0x48e3e0,0x13b7d0,0x13b7d0,0x48e3c0,0x1fa90,0x1fa90,0x13b7d0,0x35deb0,0x35deb0,0x5b17c0,0x5b17f0,0x5b13c0,0x13b7d0
.?AVRemoveCorruptionAbilityClass@@	0x8a3f38	4	0x1f92b0,0x1f92c0,0x5b135c,0x1f9d0
.?AVGalacticSabotageAbilityClass@@	0x8a3fb8	32	0x5b18b0,0x48d340,0x5b20b0,0x17d070,0x1fa90,0x5b20c0,0x13b7d0,0x48d320,0x13b7d0,0x13b7d0,0x17d070,0x17d070,0x48d310,0x1fa90,0x1fa90,0x48f1e0,0x48cdd0,0x48e9e0,0x48e2d0,0x48e3e0,0x13b7d0,0x13b7d0,0x48e3c0,0x1fa90,0x1fa90,0x13b7d0,0x35deb0,0x35deb0,0x5b2170,0x5b40f0,0x5b1920,0x5b2430
.?AVGalacticSabotageAbilityClass@@	0x8a40c0	4	0x1f92b0,0x1f92c0,0x5b18a0,0x1f9d0
